node_id	BEL	aminoacid_Code_1	aminoacid_Code_2	function	list	modification	namespace	node_id	p_modType	position	undefined_namespace	valid_NSV	value
1458	"complex(a(ADO:""Abeta_42""),p(HGNC:IDE))"			complex	True			1458					
1459	"bp(GOBP:""glucose homeostasis"")"			bp			GOBP	1459				True	glucose homeostasis
1460	"bp(GOBP:""acetylcholine metabolic process"")"			bp			GOBP	1460				True	acetylcholine metabolic process
1461	"bp(GOBP:""ATPase activity"")"			bp			GOBP	1461					ATPase activity
1462	"bp(GOBP:""type B pancreatic cell proliferation"")"			bp			GOBP	1462				True	type B pancreatic cell proliferation
1463	"p(HGNC:""ADIPOQ"")"			p			HGNC	1463				True	ADIPOQ
1464	"path(MESHD:""Cardiovascular Diseases"")"			path			MESHD	1464				True	Cardiovascular Diseases
1465	"bp(GOBP:""fatty acid catabolic process"")"			bp			GOBP	1465				True	fatty acid catabolic process
1466	"p(HGNC:""PCK1"")"			p			HGNC	1466				True	PCK1
1467	"complex(a(ADO:""Abeta_42""),p(HGNC:INSR))"			complex	True			1467					
1468	"a(SCHEM:""Cortisol"")"			a			SCHEM	1468				True	Cortisol
1469	"a(CHEBI:""noradrenaline"")"			a			CHEBI	1469				True	noradrenaline
1470	"a(SCHEM:""Liraglutide"")"			a			SCHEM	1470				True	Liraglutide
1471	"a(SCHEM:""cyclic AMP"")"			a			SCHEM	1471				True	cyclic AMP
1472	"a(PMICHEM:""Lixisenalite"")"			a			PMICHEM	1472					Lixisenalite
1473	"p(HGNC:""ATF4"")"			p			HGNC	1473				True	ATF4
1474	"a(SCHEM:""Quercetin"")"			a			SCHEM	1474				True	Quercetin
1475	"p(HGNC:""ADD3"")"			p			HGNC	1475				True	ADD3
1476	"p(HGNC:""CSNK2A3"")"			p			HGNC	1476				True	CSNK2A3
1477	"bp(GOBP:""kinase activity"")"			bp			GOBP	1477					kinase activity
1478	complex(p(HGNC:INS),p(HGNC:ADD3))			complex	True			1478					
1479	"a(SCHEM:""Calcium"")"			a			SCHEM	1479				True	Calcium
1480	"a(SCHEM:""Amylin"")"			a			SCHEM	1480				True	Amylin
1481	complex(p(HGNC:IAPP),p(HGNC:RAMP1))			complex	True			1481					
1482	"p(HGNC:""RAMP1"")"			p			HGNC	1482				True	RAMP1
1483	complex(p(HGNC:IAPP),p(HGNC:RAMP2))			complex	True			1483					
1484	"p(HGNC:""RAMP2"")"			p			HGNC	1484				True	RAMP2
1485	"p(HGNC:""CALCR"")"			p			HGNC	1485				True	CALCR
1486	"p(HGNC:""RAMP3"")"			p			HGNC	1486				True	RAMP3
1487	"complex(a(ADO:""Abeta_42""),p(HGNC:RAMP1))"			complex	True			1487					
1488	"complex(a(ADO:""Abeta_42""),p(HGNC:RAMP2))"			complex	True			1488					
1489	"complex(a(ADO:""Abeta_42""),p(HGNC:RAMP3))"			complex	True			1489					
1490	"bp(GOBP:""MAP kinase activity"")"			bp			GOBP	1490					MAP kinase activity
1491	"p(HGNC:""FOS"")"			p			HGNC	1491				True	FOS
1492	"a(UNDEFINED:""AC253"")"			a			UNDEFINED	1492					AC253
1493	"complex(a(""Amylin receptor""),p(HGNC:IAPP))"			complex	True			1493					
1494	"a(UNDEFINED:""Amylin receptor"")"			a			UNDEFINED	1494					Amylin receptor
1495	"complex(a(""Amylin receptor""),a(ADO:""Abeta_42""))"			complex	True			1495					
1496	"g(dbSNP:""rs4646953"")"			g			dbSNP	1496					rs4646953
1497	"g(dbSNP:""rs2251101"")"			g			dbSNP	1497					rs2251101
1498	"g(dbSNP:""rs1887922"")"			g			dbSNP	1498					rs1887922
1499	"bp(GOBP:""galactosidase activity"")"			bp			GOBP	1499					galactosidase activity
1500	"bp(GOBP:""hexosaminidase activity"")"			bp			GOBP	1500					hexosaminidase activity
1501	"p(HGNC:""PARG"")"			p			HGNC	1501				True	PARG
1502	"path(MESHD:""Diabetes Complications"")"			path			MESHD	1502				True	Diabetes Complications
1503	"p(HGNC:""GLB1"")"			p			HGNC	1503				True	GLB1
1504	"p(HGNC:""HEXB"")"			p			HGNC	1504				True	HEXB
1505	"a(CHEBI:""2-deoxy-2-((18)F)fluoro-D-glucopyranose"")"			a			CHEBI	1505				True	2-deoxy-2-((18)F)fluoro-D-glucopyranose
1506	"p(HGNC:""SORCS1"")"			p			HGNC	1506				True	SORCS1
1507	"r(HGNC:""SORCS1"")"			r			HGNC	1507				True	SORCS1
1508	"g(HGNC:""SORCS1"")"			g			HGNC	1508				True	SORCS1
1509	"g(dbSNP:""rs7907690"")"			g			dbSNP	1509					rs7907690
1510	"g(dbSNP:""rs601883"")"			g			dbSNP	1510					rs601883
1511	"g(dbSNP:""rs17277986"")"			g			dbSNP	1511					rs17277986
1512	"g(dbSNP:""rs2900717"")"			g			dbSNP	1512					rs2900717
1513	"g(dbSNP:""rs10884399"")"			g			dbSNP	1513					rs10884399
1514	"g(dbSNP:""rs11193170"")"			g			dbSNP	1514					rs11193170
1515	"g(dbSNP:""rs4918280"")"			g			dbSNP	1515					rs4918280
1516	"g(dbSNP:""rs600879"")"			g			dbSNP	1516					rs600879
1517	"bp(GOBP:""insulin secretion"")"			bp			GOBP	1517				True	insulin secretion
1518	"a(SCHEM:""Clioquinol"")"			a			SCHEM	1518					Clioquinol
1519	"bp(GOBP:""phosphoenolpyruvate carboxykinase activity"")"			bp			GOBP	1519					phosphoenolpyruvate carboxykinase activity
1520	"bp(GOBP:""glucose-6-phosphatase activity"")"			bp			GOBP	1520					glucose-6-phosphatase activity
1521	"bp(GOBP:""regulation of gluconeogenesis"")"			bp			GOBP	1521				True	regulation of gluconeogenesis
1522	"a(SCHEM:""C-Reactive protein"")"			a			SCHEM	1522				True	C-Reactive protein
1523	"path(PMIDIS:""Hyperamylinemia"")"			path			PMIDIS	1523					Hyperamylinemia
1524	"r(HGNC:""IGF1R"")"			r			HGNC	1524				True	IGF1R
1525	"p(HGNC:""GSY1"")"			p			HGNC	1525					GSY1
1526	"p(HGNC:""GSY1"",pmod(P))"			p		pmod	HGNC	1526	P				GSY1
1527	"p(HGNC:""GSY2"")"			p			HGNC	1527					GSY2
1528	"p(HGNC:""GSY2"",pmod(P))"			p		pmod	HGNC	1528	P				GSY2
1529	"p(HGNC:""SLC2A3"")"			p			HGNC	1529				True	SLC2A3
1530	"a(CHEBI:""saxagliptin"")"			a			CHEBI	1530				True	saxagliptin
1531	"p(RGD:""Dpp4"")"			p			RGD	1531				True	Dpp4
1532	"p(RGD:""Gcg"")"			p			RGD	1532				True	Gcg
1533	"p(HGNC:""DPP4"")"			p			HGNC	1533				True	DPP4
1534	"p(HGNC:""PSENEN"")"			p			HGNC	1534				True	PSENEN
1535	"g(HGNC:""PSENEN"")"			g			HGNC	1535				True	PSENEN
1536	"bp(GOBP:""negative regulation of Notch pathway"")"			bp			GOBP	1536					negative regulation of Notch pathway
1537	list(p(HGNC:NCSTN),p(HGNC:APH1B),p(HGNC:PSEN2),p(HGNC:PSEN1),p(HGNC:PSENEN))			list	True			1537					
1538	"p(HGNC:""APH1B"")"			p			HGNC	1538				True	APH1B
1539	complex(p(HGNC:PSENEN),p(HGNC:FTL))			complex	True			1539					
1540	"p(HGNC:""FTL"")"			p			HGNC	1540				True	FTL
1541	"p(HGNC:""GAL"")"			p			HGNC	1541				True	GAL
1542	"bp(GOBP:""negative regulation of synaptic transmission, cholinergic"")"			bp			GOBP	1542				True	negative regulation of synaptic transmission, cholinergic
1543	"bp(GOBP:""negative regulation of insulin secretion involved in cellular response to glucose stimulus"")"			bp			GOBP	1543				True	negative regulation of insulin secretion involved in cellular response to glucose stimulus
1544	"p(HGNC:""GALR1"")"			p			HGNC	1544				True	GALR1
1545	"p(HGNC:""GALR2"")"			p			HGNC	1545				True	GALR2
1546	"p(HGNC:""DHCR24"")"			p			HGNC	1546				True	DHCR24
1547	"bp(GOBP:""cholesterol biosynthetic process via desmosterol"")"			bp			GOBP	1547				True	cholesterol biosynthetic process via desmosterol
1548	"a(SCHEM:""Estrogens"")"			a			SCHEM	1548				True	Estrogens
1549	"p(HGNC:""BLMH"")"			p			HGNC	1549				True	BLMH
1550	"a(CHEBI:""catechin"")"			a			CHEBI	1550				True	catechin
1551	"p(HGNC:""ALB"")"			p			HGNC	1551				True	ALB
1552	"p(HGNC:""ALB"",pmod(G))"			p		pmod	HGNC	1552	G			True	ALB
1553	"complex(a(CHEBI:""copper(2+)""),a(ADO:""Abeta_42""))"			complex	True			1553					
1554	"bp(GOBP:""stress response to copper ion"")"			bp			GOBP	1554				True	stress response to copper ion
1555	"complex(p(HGNC:APOB),a(SCHEM:""Low Density Lipoprotein""))"			complex	True			1555					
1556	"p(HGNC:""APOB"")"			p			HGNC	1556				True	APOB
1557	"a(GOCC:""endolysosome"")"			a			GOCC	1557				True	endolysosome
1558	"p(HGNC:""SYP"")"			p			HGNC	1558				True	SYP
1559	"p(PMIPFAM:""APOE e4"")"			p			PMIPFAM	1559					APOE e4
1560	"p(HGNC:""APOC3"")"			p			HGNC	1560				True	APOC3
1561	"p(HGNC:""APOH"")"			p			HGNC	1561				True	APOH
1562	"a(PMICHEM:""N-AcGIP"")"			a			PMICHEM	1562					N-AcGIP
1563	"a(CHEBI:""agonist"")"			a			CHEBI	1563				True	agonist
1564	"p(RGD:""Gip"")"			p			RGD	1564				True	Gip
1565	"a(PMICHEM:""Pro3-GIP"")"			a			PMICHEM	1565					Pro3-GIP
1566	"a(CHEBI:""antagonist"")"			a			CHEBI	1566				True	antagonist
1567	"bp(GOBP:""positive regulation of long-term synaptic potentiation"")"			bp			GOBP	1567				True	positive regulation of long-term synaptic potentiation
1568	"bp(GOBP:""negative regulation of long-term synaptic potentiation"")"			bp			GOBP	1568				True	negative regulation of long-term synaptic potentiation
1569	"bp(GOBP:""neurotransmitter secretion"")"			bp			GOBP	1569				True	neurotransmitter secretion
1570	"p(HGNC:""CAPN10"")"			p			HGNC	1570				True	CAPN10
1571	"p(MGI:""Retn"")"			p			MGI	1571				True	Retn
1572	"a(SCHEM:""ATP"")"			a			SCHEM	1572				True	ATP
1573	"bp(MESHPP:""Membrane Potential, Mitochondrial"")"			bp			MESHPP	1573				True	Membrane Potential, Mitochondrial
1574	"bp(MESHPP:""Apoptosis"")"			bp			MESHPP	1574				True	Apoptosis
1575	"p(MGI:""Bax"")"			p			MGI	1575				True	Bax
1576	"p(MGI:""Bcl2"")"			p			MGI	1576				True	Bcl2
1577	"p(MGI:""Casp3"")"			p			MGI	1577				True	Casp3
1578	"p(MGI:""Cycs"")"			p			MGI	1578				True	Cycs
1579	"p(HGNC:""HBA1"")"			p			HGNC	1579				True	HBA1
1580	"p(HGNC:""HBA2"")"			p			HGNC	1580				True	HBA2
1581	"p(HGNC:""GCK"")"			p			HGNC	1581				True	GCK
1582	"p(HGNC:""ABCC8"")"			p			HGNC	1582				True	ABCC8
1583	"p(HGNC:""ABCC9"")"			p			HGNC	1583				True	ABCC9
1584	"r(HGNC:""TCF7L2"")"			r			HGNC	1584				True	TCF7L2
1585	"r(HGNC:""MYC"")"			r			HGNC	1585				True	MYC
1586	"r(HGNC:""DPYSL3"")"			r			HGNC	1586				True	DPYSL3
1587	"p(HGNC:""LEP"")"			p			HGNC	1587				True	LEP
1588	"p(HGNC:""LEPR"")"			p			HGNC	1588				True	LEPR
1589	"bp(GOBP:""leptin-mediated signaling pathway"")"			bp			GOBP	1589				True	leptin-mediated signaling pathway
1590	"complex(p(HGNC:LEP),a(MESHCS:""Neurofibrillary Tangles""))"			complex	True			1590					
1591	"a(CHEBI:""lipopigment"")"			a			CHEBI	1591					lipopigment
1592	"a(CHEBI:""biological pigment"")"			a			CHEBI	1592				True	biological pigment
1593	"bp(GOBP:""peroxidase reaction"")"			bp			GOBP	1593					peroxidase reaction
1594	"a(CHEBI:""ergoloid mesylate"")"			a			CHEBI	1594				True	ergoloid mesylate
1595	"a(CHEBI:""vasodilator agent"")"			a			CHEBI	1595				True	vasodilator agent
1596	"path(MESHD:""Dementia, Vascular"")"			path			MESHD	1596				True	Dementia, Vascular
1597	"bp(GOBP:""metabolic process"")"			bp			GOBP	1597				True	metabolic process
1598	"bp(GOBP:""blood circulation"")"			bp			GOBP	1598				True	blood circulation
1599	"bp(GOBP:""vasodilation"")"			bp			GOBP	1599				True	vasodilation
1600	"bp(GOBP:""positive regulation of heart rate"")"			bp			GOBP	1600				True	positive regulation of heart rate
1601	"a(CHEBI:""alpha-adrenergic antagonist"")"			a			CHEBI	1601				True	alpha-adrenergic antagonist
1602	"p(SFAM:""ADRA Family"")"			p			SFAM	1602				True	ADRA Family
1603	list(p(HGNC:ADRA1A),p(HGNC:ADRA1B),p(HGNC:ADRA1D),p(HGNC:ADRA2A),p(HGNC:ADRA2B),p(HGNC:ADRA2C))			list	True			1603					
1604	"p(HGNC:""ADRA1A"")"			p			HGNC	1604				True	ADRA1A
1605	"p(HGNC:""ADRA1B"")"			p			HGNC	1605				True	ADRA1B
1606	"p(HGNC:""ADRA1D"")"			p			HGNC	1606				True	ADRA1D
1607	"p(HGNC:""ADRA2A"")"			p			HGNC	1607				True	ADRA2A
1608	"p(HGNC:""ADRA2B"")"			p			HGNC	1608				True	ADRA2B
1609	"p(HGNC:""ADRA2C"")"			p			HGNC	1609				True	ADRA2C
1610	"bp(GOBP:""adrenergic receptor signaling pathway"")"			bp			GOBP	1610				True	adrenergic receptor signaling pathway
1611	"bp(GOBP:""oxygen homeostasis"")"			bp			GOBP	1611				True	oxygen homeostasis
1612	"bp(GOBP:""regulation of neurotransmitter levels"")"			bp			GOBP	1612				True	regulation of neurotransmitter levels
1613	"path(MESHD:""Dyspnea"")"			path			MESHD	1613				True	Dyspnea
1614	"path(MESHD:""Hypotension"")"			path			MESHD	1614				True	Hypotension
1615	"path(MESHD:""Hypertension"")"			path			MESHD	1615				True	Hypertension
1616	"path(MESHD:""Delirium"")"			path			MESHD	1616				True	Delirium
1617	"path(MESHD:""Nausea"")"			path			MESHD	1617				True	Nausea
1618	"path(MESHD:""Vomiting"")"			path			MESHD	1618				True	Vomiting
1619	"path(MESHD:""Bradycardia"")"			path			MESHD	1619				True	Bradycardia
1620	"bp(GOBP:""vasoconstriction"")"			bp			GOBP	1620				True	vasoconstriction
1621	"p(HGNC:""EDN1"")"			p			HGNC	1621				True	EDN1
1622	"a(CHEBI:""vasoconstrictor agent"")"			a			CHEBI	1622				True	vasoconstrictor agent
1623	"bp(GOBP:""nitric oxide-cGMP-mediated signaling pathway"")"			bp			GOBP	1623				True	nitric oxide-cGMP-mediated signaling pathway
1624	"a(CHEBI:""phosphodiesterase inhibitor"")"			a			CHEBI	1624					phosphodiesterase inhibitor
1625	"a(CHEBI:""dipyridamole"")"			a			CHEBI	1625				True	dipyridamole
1626	"a(CHEBI:""3',5'-cyclic GMP"")"			a			CHEBI	1626				True	3',5'-cyclic GMP
1627	"bp(GOBP:""leukotriene production involved in inflammatory response"")"			bp			GOBP	1627				True	leukotriene production involved in inflammatory response
1628	"p(MGI:""Pde6b"")"			p			MGI	1628				True	Pde6b
1629	"bp(GOBP:""adenosine metabolic process"")"			bp			GOBP	1629				True	adenosine metabolic process
1630	"bp(GOBP:""platelet aggregation"")"			bp			GOBP	1630				True	platelet aggregation
1631	"a(CHEBI:""adenosine deaminase inhibitor"")"			a			CHEBI	1631					adenosine deaminase inhibitor
1632	"bp(GOBP:""adenosine deaminase reaction"")"			bp			GOBP	1632					adenosine deaminase reaction
1633	"a(CHEBI:""3',5'-cyclic AMP"")"			a			CHEBI	1633				True	3',5'-cyclic AMP
1634	"bp(GOBP:""platelet activation"")"			bp			GOBP	1634				True	platelet activation
1635	"bp(GOBP:""arachidonic acid secretion"")"			bp			GOBP	1635				True	arachidonic acid secretion
1636	"bp(GOBP:""activation of adenylate cyclase activity"")"			bp			GOBP	1636				True	activation of adenylate cyclase activity
1637	"a(PMICHEM:""cerebrolysin"")"			a			PMICHEM	1637					cerebrolysin
1638	"p(UNDEFINED:""neurotrophic factors"")"			p			UNDEFINED	1638					neurotrophic factors
1639	list(p(HGNC:BDNF),p(HGNC:GDNF),p(HGNC:NGF),p(HGNC:CNTF))			list	True			1639					
1640	"p(HGNC:""GDNF"")"			p			HGNC	1640				True	GDNF
1641	"p(HGNC:""CNTF"")"			p			HGNC	1641				True	CNTF
1642	"bp(MESHPP:""Metabolism"")"			bp			MESHPP	1642				True	Metabolism
1643	"path(MESHD:""Nerve Degeneration"")"			path			MESHD	1643				True	Nerve Degeneration
1644	"bp(PMIBP:""PI3K-Akt signaling pathway"")"			bp			PMIBP	1644					PI3K-Akt signaling pathway
1645	"bp(PMIBP:""glycogen synthase kinase-3 beta intracellular signaling pathway"")"			bp			PMIBP	1645					glycogen synthase kinase-3 beta intracellular signaling pathway
1646	"p(MGI:""App"")"			p			MGI	1646				True	App
1647	"p(MGI:""Bace1"")"			p			MGI	1647				True	Bace1
1648	"p(MGI:""Notch1"")"			p			MGI	1648				True	Notch1
1649	"p(MGI:""Mme"")"			p			MGI	1649				True	Mme
1650	"p(MGI:""Ide"")"			p			MGI	1650				True	Ide
1651	"p(MGI:""Cdk5"")"			p			MGI	1651				True	Cdk5
1652	"p(MGI:""Gsk3b"")"			p			MGI	1652				True	Gsk3b
1653	"p(MGI:""App"",pmod(P))"			p		pmod	MGI	1653	P			True	App
1654	"bp(GOBP:""beta-amyloid formation"")"			bp			GOBP	1654				True	beta-amyloid formation
1655	list(p(HGNC:GRIA1), p(HGNC:GRIA2), p(HGNC:GRIA3), p(HGNC:GRIA4))			list	True			1655					
1656	"p(MGI:""Gria1"")"			p			MGI	1656				True	Gria1
1657	"path(MESHD:""Dizziness"")"			path			MESHD	1657				True	Dizziness
1658	"p(MGI:""Ngf"")"			p			MGI	1658				True	Ngf
1659	"bp(GOBP:""synaptic transmission, cholinergic"")"			bp			GOBP	1659				True	synaptic transmission, cholinergic
1660	"a(CHEBI:""donepezil"")"			a			CHEBI	1660				True	donepezil
1661	"a(CHEBI:""acetylcholinesterase inhibitor"")"			a			CHEBI	1661					acetylcholinesterase inhibitor
1662	"a(ADO:""amyloid_precursor_protein"")"			a			ADO	1662				True	amyloid_precursor_protein
1663	"complex(SCOMP:""PP2A Complex"")"			complex			SCOMP	1663					"""PP2A Complex"""
1664	"p(UNDEFINED:""nAChRs"")"			p			UNDEFINED	1664					nAChRs
1665	"path(MESHD:""Diarrhea"")"			path			MESHD	1665				True	Diarrhea
1666	"path(MESHD:""Insomnia, Fatal Familial"")"			path			MESHD	1666				True	Insomnia, Fatal Familial
1667	"a(CHEBI:""rivastigmine"")"			a			CHEBI	1667				True	rivastigmine
1668	"bp(GOBP:""behavior"")"			bp			GOBP	1668				True	behavior
1669	"p(HGNC:""CES1"")"			p			HGNC	1669				True	CES1
1670	"bp(GOBP:""xenobiotic metabolic process"")"			bp			GOBP	1670				True	xenobiotic metabolic process
1671	"p(HGNC:""CES2"")"			p			HGNC	1671				True	CES2
1672	"bp(PTS:""amyloid pathway"")"			bp			PTS	1672				True	amyloid pathway
1673	"bp(GOBP:""neuroprotection"")"			bp			GOBP	1673					neuroprotection
1674	"a(CHEBI:""galanthamine"")"			a			CHEBI	1674				True	galanthamine
1675	"a(CHEBI:""nicotinic agonist"")"			a			CHEBI	1675					nicotinic agonist
1676	complex(a(CHEBI:galanthamine), p(nAChRs))			complex	True			1676					
1677	"a(CHEBI:""memantine"")"			a			CHEBI	1677				True	memantine
1678	"a(CHEBI:""NMDA receptor antagonist"")"			a			CHEBI	1678				True	NMDA receptor antagonist
1679	"a(ADO:""Abeta_1-40"")"			a			ADO	1679				True	Abeta_1-40
1680	"p(MGI:""Mapt"")"			p			MGI	1680				True	Mapt
1681	"p(MGI:""Mapt"",pmod(P))"			p		pmod	MGI	1681	P			True	Mapt
1682	"bp(GOBP:""elevation of cytosolic calcium ion concentration"")"			bp			GOBP	1682					elevation of cytosolic calcium ion concentration
1683	"bp(GOBP:""calcium ion transport into cytosol"")"			bp			GOBP	1683				True	calcium ion transport into cytosol
1684	complex(a(CHEBI:memantine),p(HGNC:GRIN2B))			complex	True			1684					
1685	"a(CHEBI:""serotonergic antagonist"")"			a			CHEBI	1685				True	serotonergic antagonist
1686	"path(MESHD:""Headache"")"			path			MESHD	1686				True	Headache
1687	"path(MESHD:""Confusion"")"			path			MESHD	1687				True	Confusion
1688	"path(MESHD:""Constipation"")"			path			MESHD	1688				True	Constipation
1689	"a(CHEBI:""fluvoxamine"")"			a			CHEBI	1689				True	fluvoxamine
1690	"a(CHEBI:""serotonin uptake inhibitor"")"			a			CHEBI	1690				True	serotonin uptake inhibitor
1691	"p(HGNC:""SIGMAR1"")"			p			HGNC	1691				True	SIGMAR1
1692	complex(a(CHEBI:fluvoxamine),p(HGNC:SIGMAR1))			complex	True			1692					
1693	"a(SCHEM:""Lithium"")"			a			SCHEM	1693				True	Lithium
1694	"a(CHEBI:""risperidone"")"			a			CHEBI	1694				True	risperidone
1695	"a(CHEBI:""olanzapine"")"			a			CHEBI	1695				True	olanzapine
1696	"a(CHEBI:""fluoxetine"")"			a			CHEBI	1696				True	fluoxetine
1697	"p(HGNC:""NEDD9"")"			p			HGNC	1697				True	NEDD9
1698	"composite(a(SCHEM:Lithium),a(CHEBI:""antipsychotic agent""))"			composite	True			1698					
1699	"a(CHEBI:""antipsychotic agent"")"			a			CHEBI	1699				True	antipsychotic agent
1700	"a(CHEBI:""haloperidol"")"			a			CHEBI	1700				True	haloperidol
1701	"p(HGNC:""PION"")"			p			HGNC	1701					PION
1702	"p(HGNC:""THRA"")"			p			HGNC	1702				True	THRA
1703	"a(CHEBI:""chlorpromazine"")"			a			CHEBI	1703				True	chlorpromazine
1704	"a(CHEBI:""imipramine"")"			a			CHEBI	1704				True	imipramine
1705	"a(CHEBI:""diazepam"")"			a			CHEBI	1705				True	diazepam
1706	"a(CHEBI:""Maprotiline"")"			a			CHEBI	1706				True	Maprotiline
1707	"a(CHEBI:""antidepressant"")"			a			CHEBI	1707				True	antidepressant
1708	"p(HGNC:""DRD4"")"			p			HGNC	1708				True	DRD4
1709	"p(SFAM:""ADRB Family"")"			p			SFAM	1709				True	ADRB Family
1710	list(p(HGNC:ADRB1),p(HGNC:ADRB2),p(HGNC:ADRB3))			list	True			1710					
1711	"p(HGNC:""ADRB1"")"			p			HGNC	1711				True	ADRB1
1712	"p(HGNC:""ADRB2"")"			p			HGNC	1712				True	ADRB2
1713	"p(HGNC:""ADRB3"")"			p			HGNC	1713				True	ADRB3
1714	"p(UNDEFINED:""cholinergic receptor"")"			p			UNDEFINED	1714					cholinergic receptor
1715	list(p(nAChRs),p(mAChRs))			list	True			1715					
1716	"p(UNDEFINED:""mAChRs"")"			p			UNDEFINED	1716					mAChRs
1717	list(p(HGNC:CHRM1), p(HGNC:CHRM2), p(HGNC:CHRM3), p(HGNC:CHRM4), p(HGNC:CHRM5))			list	True			1717					
1718	"p(HGNC:""CHRM1"")"			p			HGNC	1718				True	CHRM1
1719	"p(HGNC:""CHRM2"")"			p			HGNC	1719				True	CHRM2
1720	"p(HGNC:""CHRM3"")"			p			HGNC	1720				True	CHRM3
1721	"p(HGNC:""CHRM4"")"			p			HGNC	1721				True	CHRM4
1722	"p(HGNC:""CHRM5"")"			p			HGNC	1722				True	CHRM5
1723	"p(UNDEFINED:""GABA receptor"")"			p			UNDEFINED	1723					GABA receptor
1724	"list(p(""GABAA receptor""), p(""GABAB receptor""))"			list	True			1724					
1725	"p(UNDEFINED:""GABAA receptor"")"			p			UNDEFINED	1725					GABAA receptor
1726	"p(UNDEFINED:""GABAB receptor"")"			p			UNDEFINED	1726					GABAB receptor
1727	list(p(HGNC:GABBR1), p(HGNC:GABBR2))			list	True			1727					
1728	"p(HGNC:""GABBR1"")"			p			HGNC	1728				True	GABBR1
1729	"p(HGNC:""GABBR2"")"			p			HGNC	1729				True	GABBR2
1730	"p(UNDEFINED:""dopaminergic receptor"")"			p			UNDEFINED	1730					dopaminergic receptor
1731	list(p(HGNC:DRD1), p(HGNC:DRD2), p(HGNC:DRD3), p(HGNC:DRD4), p(HGNC:DRD5))			list	True			1731					
1732	"p(HGNC:""DRD1"")"			p			HGNC	1732				True	DRD1
1733	"p(HGNC:""DRD2"")"			p			HGNC	1733				True	DRD2
1734	"p(HGNC:""DRD3"")"			p			HGNC	1734				True	DRD3
1735	"p(HGNC:""DRD5"")"			p			HGNC	1735				True	DRD5
1736	"p(UNDEFINED:""histamine receptor"")"			p			UNDEFINED	1736					histamine receptor
1737	list(p(HGNC:HRH1), p(HGNC:HRH2), p(HGNC:HRH3), p(HGNC:HRH4))			list	True			1737					
1738	"p(HGNC:""HRH1"")"			p			HGNC	1738				True	HRH1
1739	"p(HGNC:""HRH2"")"			p			HGNC	1739				True	HRH2
1740	"p(HGNC:""HRH3"")"			p			HGNC	1740				True	HRH3
1741	"p(HGNC:""HRH4"")"			p			HGNC	1741				True	HRH4
1742	"p(HGNC:""HTR1A"")"			p			HGNC	1742				True	HTR1A
1743	"p(HGNC:""HTR1B"")"			p			HGNC	1743				True	HTR1B
1744	"p(HGNC:""HTR2A"")"			p			HGNC	1744				True	HTR2A
1745	"p(HGNC:""HTR2B"")"			p			HGNC	1745				True	HTR2B
1746	"p(HGNC:""HTR2C"")"			p			HGNC	1746				True	HTR2C
1747	"p(HGNC:""MAOA"")"			p			HGNC	1747				True	MAOA
1748	"p(HGNC:""MAOB"")"			p			HGNC	1748				True	MAOB
1749	complex(a(CHEBI:serotonin), p(HGNC:HTR1A))			complex	True			1749					
1750	"a(CHEBI:""serotonin"")"			a			CHEBI	1750				True	serotonin
1751	"path(MESHD:""Anorexia"")"			path			MESHD	1751				True	Anorexia
1752	"path(MESHD:""Disorders of Excessive Somnolence"")"			path			MESHD	1752				True	Disorders of Excessive Somnolence
1753	"path(MESHD:""Drug-Induced Liver Injury"")"			path			MESHD	1753				True	Drug-Induced Liver Injury
1754	"path(MESHD:""Seizures"")"			path			MESHD	1754				True	Seizures
1755	"path(MESHD:""Tremor"")"			path			MESHD	1755				True	Tremor
1756	"path(MESHD:""Tourette Syndrome"")"			path			MESHD	1756				True	Tourette Syndrome
1757	"a(CHEBI:""paroxetine"")"			a			CHEBI	1757				True	paroxetine
1758	"p(HGNC:""SLC6A4"")"			p			HGNC	1758				True	SLC6A4
1759	"a(PMICHEM:""Etazolate Hydrochloride"")"			a			PMICHEM	1759					Etazolate Hydrochloride
1760	"a(CHEBI:""GABA modulator"")"			a			CHEBI	1760				True	GABA modulator
1761	"a(CHEMBL:""Molindone"")"			a			CHEMBL	1761					Molindone
1762	"a(CHEBI:""dopaminergic antagonist"")"			a			CHEBI	1762				True	dopaminergic antagonist
1763	"p(HGNC:""PRL"")"			p			HGNC	1763				True	PRL
1764	"bp(GOBP:""norepinephrine uptake"")"			bp			GOBP	1764				True	norepinephrine uptake
1765	"bp(GOBP:""dopamine uptake"")"			bp			GOBP	1765				True	dopamine uptake
1766	"p(UNDEFINED:""adrenergic receptor alpha"")"			p			UNDEFINED	1766					adrenergic receptor alpha
1767	"path(MESHD:""Sexual Dysfunction, Physiological"")"			path			MESHD	1767				True	Sexual Dysfunction, Physiological
1768	"bp(GOBP:""serotonin secretion, neurotransmission"")"			bp			GOBP	1768				True	serotonin secretion, neurotransmission
1769	"path(MESHD:""Coma"")"			path			MESHD	1769				True	Coma
1770	"path(MESHD:""Flushing"")"			path			MESHD	1770				True	Flushing
1771	"path(MESHD:""Sweating Sickness"")"			path			MESHD	1771				True	Sweating Sickness
1772	"path(MESHD:""Asthenia"")"			path			MESHD	1772				True	Asthenia
1773	"p(HGNC:""SLC6A2"")"			p			HGNC	1773				True	SLC6A2
1774	"p(HGNC:""CYP2D6"")"			p			HGNC	1774				True	CYP2D6
